service_id,date,exception_type
1201-16-1540062025-KRM#WZA,20250616,2
1201-16-1540062025-KRM#WZA,20250617,2
1205-2-0730072025-HLK#VUS,20250708,2
1205-2-0730072025-HLK#VUS,20250715,2
1205-2-0730072025-HLK#VUS,20250722,2
1205-2-0730072025-HLK#VUS,20250729,2
1212-5-0700062025-WZA#BYD,20250609,2
1212-5-0700062025-WZA#BYD,20250610,2
1212-5-0800112025-WZA#BYD,20251104,2
1212-5-0800112025-WZA#BYD,20251118,2
1212-5-0800112025-WZA#BYD,20251125,2
1212-6-1335062025-BYD#WZA,20250609,2
1212-6-1335062025-BYD#WZA,20250610,2
1212-6-1335062025-BYD#WZA,20250611,2
1212-6-1435112025-BYD#WZA,20251104,2
1212-6-1435112025-BYD#WZA,20251118,2
1212-6-1435112025-BYD#WZA,20251125,2
122-32-0520062025-LYO#F,20250609,2
122-32-0520062025-LYO#F,20250610,2
122-32-0520062025-LYO#F,20250611,2
122-35-0615062025-F#LYO,20250610,2
122-35-0615062025-F#LYO,20250611,2
122-35-0615062025-F#LYO,20250612,2
1227-2-0440102025-WPC#RI5,20251008,2
1227-2-0440102025-WPC#RI5,20251015,2
1227-2-0440102025-WPC#RI5,20251022,2
1234-2-0845102025-TSH#VUS,20251007,2
1234-2-0845102025-TSH#VUS,20251008,2
1234-2-0845102025-TSH#VUS,20251014,2
1234-2-0845102025-TSH#VUS,20251015,2
1234-5-0540102025-VUS#TSH,20251007,2
1234-5-0540102025-VUS#TSH,20251008,2
1234-5-0540102025-VUS#TSH,20251014,2
1234-5-0540102025-VUS#TSH,20251015,2
1240-1-0545112025-ZLW#WMI,20251111,2
1240-1-0545112025-ZLW#WMI,20251112,2
1240-1-0545112025-ZLW#WMI,20251118,2
1240-1-0545112025-ZLW#WMI,20251119,2
1240-1-0545112025-ZLW#WMI,20251125,2
1240-1-0545112025-ZLW#WMI,20251126,2
1240-2-0620112025-WNS#ZLW,20251111,2
1240-2-0620112025-WNS#ZLW,20251112,2
1240-2-0620112025-WNS#ZLW,20251118,2
1240-2-0620112025-WNS#ZLW,20251119,2
1240-2-0620112025-WNS#ZLW,20251125,2
1240-2-0620112025-WNS#ZLW,20251126,2
1240-3-1120112025-ZLW#WMI,20251111,2
1240-3-1120112025-ZLW#WMI,20251112,2
1240-3-1120112025-ZLW#WMI,20251118,2
1240-3-1120112025-ZLW#WMI,20251119,2
1240-3-1120112025-ZLW#WMI,20251125,2
1240-3-1120112025-ZLW#WMI,20251126,2
1240-4-1115112025-WMI#ZLW,20251111,2
1240-4-1115112025-WMI#ZLW,20251112,2
1240-4-1115112025-WMI#ZLW,20251118,2
1240-4-1115112025-WMI#ZLW,20251119,2
1240-4-1115112025-WMI#ZLW,20251125,2
1240-4-1115112025-WMI#ZLW,20251126,2
1240-6-1750112025-WMI#WNS,20251111,2
1240-6-1750112025-WMI#WNS,20251112,2
1240-6-1750112025-WMI#WNS,20251118,2
1240-6-1750112025-WMI#WNS,20251119,2
1240-6-1750112025-WMI#WNS,20251125,2
1240-6-1750112025-WMI#WNS,20251126,2
1257-1-1355062025-ZAK#WZA,20250609,2
1257-1-1355062025-ZAK#WZA,20250610,2
1257-1-1355062025-ZAK#WZA,20250611,2
1257-2-0225062025-WZA#ZAK,20250610,2
1257-2-0225062025-WZA#ZAK,20250611,2
1257-2-0225062025-WZA#ZAK,20250612,2
1261-12-1430102025-WZA#ZAK,20251008,2
1261-12-1430102025-WZA#ZAK,20251009,2
1261-12-1430102025-WZA#ZAK,20251015,2
1261-12-1430102025-WZA#ZAK,20251016,2
1261-12-1430102025-WZA#ZAK,20251022,2
1261-12-1430102025-WZA#ZAK,20251023,2
1261-5-0640102025-ZAK#WZA,20251008,2
1261-5-0640102025-ZAK#WZA,20251009,2
1261-5-0640102025-ZAK#WZA,20251015,2
1261-5-0640102025-ZAK#WZA,20251016,2
1261-5-0640102025-ZAK#WZA,20251022,2
1261-5-0640102025-ZAK#WZA,20251023,2
1261A-4-0600112025-WZA#KRK,20251104,2
1261A-4-0600112025-WZA#KRK,20251118,2
1261A-4-0600112025-WZA#KRK,20251125,2
1261A-7-1100112025-KRK#WZA,20251104,2
1261A-7-1100112025-KRK#WZA,20251118,2
1261A-7-1100112025-KRK#WZA,20251125,2
1261A-8-1120112025-WZA#KRK,20251104,2
1261A-8-1120112025-WZA#KRK,20251118,2
1261A-8-1120112025-WZA#KRK,20251125,2
1261A-9-1700112025-KRK#WZA,20251104,2
1261A-9-1700112025-KRK#WZA,20251118,2
1261A-9-1700112025-KRK#WZA,20251125,2
1262-5-0700102025-KOS#WZA,20251008,2
1262-5-0700102025-KOS#WZA,20251015,2
1262-5-0700102025-KOS#WZA,20251022,2
1262A-6-1730102025-WZA#KRK,20251008,2
1262A-6-1730102025-WZA#KRK,20251015,2
1262A-6-1730102025-WZA#KRK,20251022,2
1263-1-0635102025-TRT#KRK,20251008,2
1263-1-0635102025-TRT#KRK,20251009,2
1263-1-0635102025-TRT#KRK,20251015,2
1263-1-0635102025-TRT#KRK,20251016,2
1263-1-0635102025-TRT#KRK,20251022,2
1263-1-0635102025-TRT#KRK,20251023,2
1263-2-0350102025-KRK#TRT,20251008,2
1263-2-0350102025-KRK#TRT,20251015,2
1263-2-0350102025-KRK#TRT,20251022,2
127-2-0545102025-F#TRT,20251008,2
127-2-0545102025-F#TRT,20251015,2
127-2-0545102025-F#TRT,20251022,2
1271-1-0700062025-RZS#WZA,20250610,2
1271-1-0700062025-RZS#WZA,20250611,2
1271-1-0700102025-RZS#WZA,20251007,2
1271-1-0700102025-RZS#WZA,20251008,2
1271-1-0700102025-RZS#WZA,20251014,2
1271-1-0700102025-RZS#WZA,20251015,2
1271-2-1330062025-WZA#RZS,20250610,2
1271-2-1330062025-WZA#RZS,20250611,2
1271-2-1330102025-WZA#RZS,20251007,2
1271-2-1330102025-WZA#RZS,20251008,2
1271-2-1330102025-WZA#RZS,20251014,2
1271-2-1330102025-WZA#RZS,20251015,2
1291-1-0545102025-MEX#M,20251008,2
1291-1-0545102025-MEX#M,20251015,2
1291-1-0545102025-MEX#M,20251022,2
1291-2-0235102025-M#MEX,20251008,2
1291-2-0235102025-M#MEX,20251009,2
1291-2-0235102025-M#MEX,20251015,2
1291-2-0235102025-M#MEX,20251016,2
1291-2-0235102025-M#MEX,20251022,2
1291-2-0235102025-M#MEX,20251023,2
1302-6-1225062025-WMI#WRO,20250610,2
1302-6-1225062025-WMI#WRO,20250611,2
1302-7-0530062025-WRO#WMI,20250610,2
1302-7-0530062025-WRO#WMI,20250611,2
1304A-70-0225102025-WZA#SZB,20251008,2
1304A-70-0225102025-WZA#SZB,20251009,2
1304A-70-0225102025-WZA#SZB,20251010,2
1304A-70-0225102025-WZA#SZB,20251015,2
1304A-70-0225102025-WZA#SZB,20251016,2
1304A-70-0225102025-WZA#SZB,20251017,2
1304A-70-0225102025-WZA#SZB,20251022,2
1304A-70-0225102025-WZA#SZB,20251023,2
1304A-70-0225102025-WZA#SZB,20251024,2
1304A-73-0645102025-SZB#WZA,20251008,2
1304A-73-0645102025-SZB#WZA,20251009,2
1304A-73-0645102025-SZB#WZA,20251015,2
1304A-73-0645102025-SZB#WZA,20251016,2
1304A-73-0645102025-SZB#WZA,20251022,2
1304A-73-0645102025-SZB#WZA,20251023,2
1308-2-1445102025-PAD#WZA,20251008,2
1308-2-1445102025-PAD#WZA,20251015,2
1308-2-1445102025-PAD#WZA,20251022,2
1308A-3-1450102025-WZA#WRO,20251008,2
1308A-3-1450102025-WZA#WRO,20251015,2
1308A-3-1450102025-WZA#WRO,20251022,2
1308A-4-0645102025-WRO#WZA,20251008,2
1308A-4-0645102025-WRO#WZA,20251015,2
1308A-4-0645102025-WRO#WZA,20251022,2
1316-1-0740102025-PRA#CEM,20251008,2
1316-1-0740102025-PRA#CEM,20251015,2
1316-1-0740102025-PRA#CEM,20251022,2
1324-1-0220062025-WZA#AMD,20250620,2
1324-1-0220062025-WZA#AMD,20250621,2
1324-2-0415062025-AMD#WZA,20250621,2
1324-2-0415062025-AMD#WZA,20250622,2
1329-1-0320102025-B#VUS,20251008,2
1329-1-0320102025-B#VUS,20251009,2
1329-1-0320102025-B#VUS,20251015,2
1329-1-0320102025-B#VUS,20251016,2
1329-1-0320102025-B#VUS,20251022,2
1329-1-0320102025-B#VUS,20251023,2
1329-2-0545102025-VUS#B,20251008,2
1329-2-0545102025-VUS#B,20251015,2
1329-2-0545102025-VUS#B,20251022,2
1350-2-0905062025-KDA#WZA,20250626,2
1350-3-0600062025-WZA#KDA,20250626,2
1351-6-0530112025-BYD#WPC,20251118,2
1351-6-0530112025-BYD#WPC,20251119,2
1351-6-0530112025-BYD#WPC,20251125,2
1351-6-0530112025-BYD#WPC,20251126,2
1352-5-1230112025-WPC#BYD,20251118,2
1352-5-1230112025-WPC#BYD,20251119,2
1352-5-1230112025-WPC#BYD,20251125,2
1352-5-1230112025-WPC#BYD,20251126,2
1352-98-1820062025-BYD#WZA,20250609,2
1352-98-1820062025-BYD#WZA,20250610,2
1352-98-1820062025-BYD#WZA,20250611,2
1352-98-1920112025-BYD#WZA,20251103,2
1352-98-1920112025-BYD#WZA,20251104,2
1352-98-1920112025-BYD#WZA,20251105,2
1352-98-1920112025-BYD#WZA,20251117,2
1352-98-1920112025-BYD#WZA,20251118,2
1352-98-1920112025-BYD#WZA,20251119,2
1352-98-1920112025-BYD#WZA,20251124,2
1352-98-1920112025-BYD#WZA,20251125,2
1352-98-1920112025-BYD#WZA,20251126,2
1352-99-0240062025-WZA#BYD,20250610,2
1352-99-0240062025-WZA#BYD,20250611,2
1352-99-0240062025-WZA#BYD,20250612,2
1352-99-0340112025-WZA#BYD,20251104,2
1352-99-0340112025-WZA#BYD,20251105,2
1352-99-0340112025-WZA#BYD,20251106,2
1352-99-0340112025-WZA#BYD,20251118,2
1352-99-0340112025-WZA#BYD,20251119,2
1352-99-0340112025-WZA#BYD,20251120,2
1352-99-0340112025-WZA#BYD,20251125,2
1352-99-0340112025-WZA#BYD,20251126,2
1352-99-0340112025-WZA#BYD,20251127,2
1363-5-1440112025-POP#WRO,20251104,2
1363-5-1440112025-POP#WRO,20251118,2
1363-5-1440112025-POP#WRO,20251125,2
1363-6-0515112025-WRO#POP,20251104,2
1363-6-0515112025-WRO#POP,20251118,2
1363-6-0515112025-WRO#POP,20251125,2
1367-1-0600062025-KRK#WRO,20250610,2
1367-1-0600062025-KRK#WRO,20250611,2
1367-1-0600062025-KRK#WRO,20250612,2
1367-1-0700112025-KRK#WRO,20251104,2
1367-1-0700112025-KRK#WRO,20251118,2
1367-1-0700112025-KRK#WRO,20251125,2
1367-2-0700062025-WRO#KRK,20250610,2
1367-2-0700062025-WRO#KRK,20250611,2
1367-2-0700062025-WRO#KRK,20250612,2
1367-2-0800112025-WRO#KRK,20251104,2
1367-2-0800112025-WRO#KRK,20251118,2
1367-2-0800112025-WRO#KRK,20251125,2
1367-3-1230062025-KRK#WRO,20250610,2
1367-3-1230062025-KRK#WRO,20250611,2
1367-3-1330112025-KRK#WRO,20251104,2
1367-3-1330112025-KRK#WRO,20251118,2
1367-3-1330112025-KRK#WRO,20251125,2
1367-4-1000062025-WRO#KRK,20250610,2
1367-4-1000062025-WRO#KRK,20250611,2
1367-4-1100112025-WRO#KRK,20251104,2
1367-4-1100112025-WRO#KRK,20251118,2
1367-4-1100112025-WRO#KRK,20251125,2
1367-5-1510062025-KRK#WRO,20250609,2
1367-5-1510062025-KRK#WRO,20250610,2
1367-5-1510062025-KRK#WRO,20250611,2
1367-5-1610112025-KRK#WRO,20251103,2
1367-5-1610112025-KRK#WRO,20251104,2
1367-5-1610112025-KRK#WRO,20251117,2
1367-5-1610112025-KRK#WRO,20251118,2
1367-5-1610112025-KRK#WRO,20251124,2
1367-5-1610112025-KRK#WRO,20251125,2
1367-6-1700062025-WRO#KRK,20250609,2
1367-6-1700062025-WRO#KRK,20250610,2
1367-6-1700062025-WRO#KRK,20250611,2
1367-6-1800112025-WRO#KRK,20251103,2
1367-6-1800112025-WRO#KRK,20251104,2
1367-6-1800112025-WRO#KRK,20251117,2
1367-6-1800112025-WRO#KRK,20251118,2
1367-6-1800112025-WRO#KRK,20251124,2
1367-6-1800112025-WRO#KRK,20251125,2
1367A-11-0615062025-MEX#KBJ,20250609,2
1367A-11-0615062025-MEX#KBJ,20250610,2
1367A-11-0715112025-MEX#KBJ,20251103,2
1367A-11-0715112025-MEX#KBJ,20251104,2
1367A-11-0715112025-MEX#KBJ,20251117,2
1367A-11-0715112025-MEX#KBJ,20251118,2
1367A-11-0715112025-MEX#KBJ,20251124,2
1367A-11-0715112025-MEX#KBJ,20251125,2
1367A-12-1015062025-KBJ#MEX,20250610,2
1367A-12-1015062025-KBJ#MEX,20250611,2
1367A-12-1115112025-KBJ#MEX,20251104,2
1367A-12-1115112025-KBJ#MEX,20251105,2
1367A-12-1115112025-KBJ#MEX,20251118,2
1367A-12-1115112025-KBJ#MEX,20251119,2
1367A-12-1115112025-KBJ#MEX,20251125,2
1367A-12-1115112025-KBJ#MEX,20251126,2
1367A-13-0545062025-WRO#KBJ,20250608,2
1367A-13-0545062025-WRO#KBJ,20250610,2
1367A-13-0545062025-WRO#KBJ,20250611,2
1367A-13-0545062025-WRO#KBJ,20250612,2
1367A-13-0545062025-WRO#KBJ,20250613,2
1367A-13-0545062025-WRO#KBJ,20250615,2
1367A-13-0645112025-WRO#KBJ,20251105,2
1367A-13-0645112025-WRO#KBJ,20251110,2
1367A-13-0645112025-WRO#KBJ,20251119,2
1367A-13-0645112025-WRO#KBJ,20251126,2
1367A-14-1810062025-KBJ#WRO,20250609,2
1367A-14-1810062025-KBJ#WRO,20250610,2
1367A-14-1810062025-KBJ#WRO,20250611,2
1367A-14-1810062025-KBJ#WRO,20250612,2
1367A-14-1810062025-KBJ#WRO,20250614,2
1367A-14-1910112025-KBJ#WRO,20251104,2
1367A-14-1910112025-KBJ#WRO,20251109,2
1367A-14-1910112025-KBJ#WRO,20251118,2
1367A-14-1910112025-KBJ#WRO,20251125,2
1392-1-0045062025-KRK#PWO,20250610,2
1392-1-0045062025-KRK#PWO,20250611,2
1392-10-1320062025-KRA#ZAK,20250610,2
1392-10-1320062025-KRA#ZAK,20250611,2
1392-11-1715062025-ZAK#PWO,20250609,2
1392-11-1715062025-ZAK#PWO,20250610,2
1392-11-1715062025-ZAK#PWO,20250611,2
1392-2-2255062025-PWO#KRK,20250609,2
1392-2-2255062025-PWO#KRK,20250610,2
1392-2-2255062025-PWO#KRK,20250611,2
1392-4-0320062025-PWO#ZAK,20250610,2
1392-4-0320062025-PWO#ZAK,20250611,2
1392-5-0915062025-ZAK#KRA,20250610,2
1392-5-0915062025-ZAK#KRA,20250611,2
1395-1-0540112025-KTW#ZAK,20251111,2
1395-1-0540112025-KTW#ZAK,20251112,2
1395-1-0540112025-KTW#ZAK,20251118,2
1395-1-0540112025-KTW#ZAK,20251119,2
1395-1-0540112025-KTW#ZAK,20251125,2
1395-1-0540112025-KTW#ZAK,20251126,2
1395-2-1105112025-ZAK#POZ,20251111,2
1395-2-1105112025-ZAK#POZ,20251112,2
1395-2-1105112025-ZAK#POZ,20251118,2
1395-2-1105112025-ZAK#POZ,20251119,2
1395-2-1105112025-ZAK#POZ,20251125,2
1395-2-1105112025-ZAK#POZ,20251126,2
1395-3-0445112025-POZ#ZAK,20251112,2
1395-3-0445112025-POZ#ZAK,20251113,2
1395-3-0445112025-POZ#ZAK,20251119,2
1395-3-0445112025-POZ#ZAK,20251120,2
1395-3-0445112025-POZ#ZAK,20251126,2
1395-3-0445112025-POZ#ZAK,20251127,2
1395-4-1735112025-ZAK#KTW,20251112,2
1395-4-1735112025-ZAK#KTW,20251113,2
1395-4-1735112025-ZAK#KTW,20251119,2
1395-4-1735112025-ZAK#KTW,20251120,2
1395-4-1735112025-ZAK#KTW,20251126,2
1395-4-1735112025-ZAK#KTW,20251127,2
1396-1-0610062025-ZAK#BYD,20250610,2
1396-1-0610062025-ZAK#BYD,20250611,2
1396-1-0610092025-ZAK#BYD,20250909,2
1396-1-0610092025-ZAK#BYD,20250910,2
1396-1-0610092025-ZAK#BYD,20250916,2
1396-1-0610092025-ZAK#BYD,20250917,2
1396-1-0610092025-ZAK#BYD,20250923,2
1396-1-0610092025-ZAK#BYD,20250924,2
1396-1-0710112025-ZAK#BYD,20251104,2
1396-1-0710112025-ZAK#BYD,20251105,2
1396-1-0710112025-ZAK#BYD,20251118,2
1396-1-0710112025-ZAK#BYD,20251119,2
1396-1-0710112025-ZAK#BYD,20251125,2
1396-1-0710112025-ZAK#BYD,20251126,2
1396-2-0935062025-BYD#ZAK,20250609,2
1396-2-0935062025-BYD#ZAK,20250610,2
1396-2-0935092025-BYD#ZAK,20250908,2
1396-2-0935092025-BYD#ZAK,20250909,2
1396-2-0935092025-BYD#ZAK,20250915,2
1396-2-0935092025-BYD#ZAK,20250916,2
1396-2-0935092025-BYD#ZAK,20250922,2
1396-2-0935092025-BYD#ZAK,20250923,2
1396-2-1035112025-BYD#ZAK,20251103,2
1396-2-1035112025-BYD#ZAK,20251104,2
1396-2-1035112025-BYD#ZAK,20251117,2
1396-2-1035112025-BYD#ZAK,20251118,2
1396-2-1035112025-BYD#ZAK,20251124,2
1396-2-1035112025-BYD#ZAK,20251125,2
1552-3-0755092025-ROM#AVL,20250910,2
1552-3-0755092025-ROM#AVL,20250917,2
1552-3-0755092025-ROM#AVL,20250924,2
1552-4-1245092025-AVL#ROM,20250910,2
1552-4-1245092025-AVL#ROM,20250917,2
1552-4-1245092025-AVL#ROM,20250924,2
1571-1-0345082025-IBA#SA,20250815,2
1571-3-1450082025-IBA#NAP,20250815,2
1571-6-0930082025-SA#IBA,20250815,2
1571-7-1940082025-NAP#IBA,20250815,2
1586-3-1215062025-BAO#CTZ,20250610,2
1586-3-1215062025-BAO#CTZ,20250611,2
1586-3-1215092025-BAO#CTZ,20250916,2
1586-3-1215092025-BAO#CTZ,20250917,2
1586-3-1215092025-BAO#CTZ,20250923,2
1586-3-1215092025-BAO#CTZ,20250924,2
1586-4-0505062025-CTZ#BAO,20250610,2
1586-4-0505062025-CTZ#BAO,20250611,2
1586-4-0505092025-CTZ#BAO,20250916,2
1586-4-0505092025-CTZ#BAO,20250917,2
1586-4-0505092025-CTZ#BAO,20250923,2
1586-4-0505092025-CTZ#BAO,20250924,2
1607-1-0845062025-OSU#PCG,20250616,2
1607-1-0845062025-OSU#PCG,20250623,2
1607-1-0845102025-OSU#PCG,20251006,2
1607-1-0845102025-OSU#PCG,20251013,2
1607-1-0945112025-OSU#PCG,20251104,2
1607-1-0945112025-OSU#PCG,20251118,2
1607-1-0945112025-OSU#PCG,20251125,2
1607-2-1400062025-PCG#OSU,20250616,2
1607-2-1400062025-PCG#OSU,20250623,2
1607-2-1400102025-PCG#OSU,20251006,2
1607-2-1400102025-PCG#OSU,20251013,2
1607-2-1500112025-PCG#OSU,20251104,2
1607-2-1500112025-PCG#OSU,20251118,2
1607-2-1500112025-PCG#OSU,20251125,2
1614-10-0330102025-LEM#PQB,20251007,2
1614-10-0330102025-LEM#PQB,20251008,2
1614-10-0330102025-LEM#PQB,20251014,2
1614-10-0330102025-LEM#PQB,20251015,2
1614-10-0430112025-LEM#PQB,20251104,2
1614-10-0430112025-LEM#PQB,20251118,2
1614-10-0430112025-LEM#PQB,20251125,2
1614-11-2100102025-PQB#LEM,20251007,2
1614-11-2100102025-PQB#LEM,20251008,2
1614-11-2100102025-PQB#LEM,20251014,2
1614-11-2100102025-PQB#LEM,20251015,2
1614-11-2200112025-PQB#LEM,20251104,2
1614-11-2200112025-PQB#LEM,20251118,2
1614-11-2200112025-PQB#LEM,20251125,2
1614-5-1015102025-NAN#PQB,20251004,2
1614-5-1015102025-NAN#PQB,20251011,2
1614-5-1115112025-NAN#PQB,20251115,2
1614-5-1115112025-NAN#PQB,20251122,2
1614-5-1115112025-NAN#PQB,20251129,2
1614-6-1645102025-PQB#NAN,20251004,2
1614-6-1645102025-PQB#NAN,20251011,2
1614-6-1745112025-PQB#NAN,20251115,2
1614-6-1745112025-PQB#NAN,20251122,2
1614-6-1745112025-PQB#NAN,20251129,2
1614-7-1430102025-NAN#PQB,20251007,2
1614-7-1430102025-NAN#PQB,20251008,2
1614-7-1430102025-NAN#PQB,20251014,2
1614-7-1430102025-NAN#PQB,20251015,2
1614-7-1530112025-NAN#PQB,20251104,2
1614-7-1530112025-NAN#PQB,20251118,2
1614-7-1530112025-NAN#PQB,20251125,2
1614-8-0745102025-PQB#NAN,20251007,2
1614-8-0745102025-PQB#NAN,20251008,2
1614-8-0745102025-PQB#NAN,20251014,2
1614-8-0745102025-PQB#NAN,20251015,2
1614-8-0845112025-PQB#NAN,20251104,2
1614-8-0845112025-PQB#NAN,20251118,2
1614-8-0845112025-PQB#NAN,20251125,2
1616-1-0815102025-LYO#LAU,20251007,2
1616-1-0815102025-LYO#LAU,20251008,2
1616-1-0815102025-LYO#LAU,20251009,2
1616-1-0815102025-LYO#LAU,20251014,2
1616-1-0815102025-LYO#LAU,20251015,2
1616-1-0815102025-LYO#LAU,20251016,2
1616-1-0915112025-LYO#LAU,20251104,2
1616-1-0915112025-LYO#LAU,20251118,2
1616-1-0915112025-LYO#LAU,20251125,2
1616-2-1315102025-LAU#LYO,20251007,2
1616-2-1315102025-LAU#LYO,20251008,2
1616-2-1315102025-LAU#LYO,20251009,2
1616-2-1315102025-LAU#LYO,20251014,2
1616-2-1315102025-LAU#LYO,20251015,2
1616-2-1315102025-LAU#LYO,20251016,2
1616-2-1415112025-LAU#LYO,20251104,2
1616-2-1415112025-LAU#LYO,20251118,2
1616-2-1415112025-LAU#LYO,20251125,2
1619-5-0800062025-PQB#VLC,20250617,2
1619-5-0800062025-PQB#VLC,20250624,2
1619-5-0900112025-PQB#VLC,20251104,2
1619-5-0900112025-PQB#VLC,20251105,2
1619-5-0900112025-PQB#VLC,20251118,2
1619-5-0900112025-PQB#VLC,20251119,2
1619-5-0900112025-PQB#VLC,20251125,2
1619-5-0900112025-PQB#VLC,20251126,2
1619-8-1040062025-VLC#PQB,20250616,2
1619-8-1040062025-VLC#PQB,20250623,2
1619-8-1140112025-VLC#PQB,20251117,2
1619-8-1140112025-VLC#PQB,20251118,2
1619-8-1140112025-VLC#PQB,20251124,2
1619-8-1140112025-VLC#PQB,20251125,2
1621-2-0440062025-BAC#NAN,20250609,2
1621-2-0440062025-BAC#NAN,20250616,2
1621-2-0440062025-BAC#NAN,20250623,2
1627-1-1030072025-CLF#PQB,20250707,2
1627-1-1030072025-CLF#PQB,20250721,2
1627-1-1030072025-CLF#PQB,20250728,2
1627-2-0745072025-PQB#CLF,20250708,2
1627-2-0745072025-PQB#CLF,20250722,2
1628-1-1405062025-MTP#TLN,20250616,2
1628-1-1405062025-MTP#TLN,20250623,2
1628-1-1405102025-MTP#TLN,20251006,2
1628-1-1405102025-MTP#TLN,20251007,2
1628-1-1405102025-MTP#TLN,20251008,2
1628-1-1405102025-MTP#TLN,20251009,2
1628-1-1405102025-MTP#TLN,20251013,2
1628-1-1405102025-MTP#TLN,20251014,2
1628-1-1405102025-MTP#TLN,20251015,2
1628-1-1405102025-MTP#TLN,20251016,2
1628-2-0755062025-TLN#MTP,20250616,2
1628-2-0755062025-TLN#MTP,20250623,2
1628-2-0755102025-TLN#MTP,20251006,2
1628-2-0755102025-TLN#MTP,20251007,2
1628-2-0755102025-TLN#MTP,20251008,2
1628-2-0755102025-TLN#MTP,20251009,2
1628-2-0755102025-TLN#MTP,20251013,2
1628-2-0755102025-TLN#MTP,20251014,2
1628-2-0755102025-TLN#MTP,20251015,2
1628-2-0755102025-TLN#MTP,20251016,2
1633-1-0950062025-TRS#PQB,20250616,2
1633-1-0950062025-TRS#PQB,20250623,2
1633-1-0950102025-TRS#PQB,20251006,2
1633-1-0950102025-TRS#PQB,20251009,2
1633-1-0950102025-TRS#PQB,20251013,2
1633-1-0950102025-TRS#PQB,20251016,2
1633-2-1425062025-PQB#TRS,20250616,2
1633-2-1425062025-PQB#TRS,20250623,2
1633-2-1425102025-PQB#TRS,20251006,2
1633-2-1425102025-PQB#TRS,20251009,2
1633-2-1425102025-PQB#TRS,20251013,2
1633-2-1425102025-PQB#TRS,20251016,2
1642-102-1715062025-RAC#PQB,20250616,2
1642-102-1715062025-RAC#PQB,20250623,2
1642-102-1715072025-RAC#PQB,20250707,2
1642-102-1715072025-RAC#PQB,20250712,2
1642-102-1715072025-RAC#PQB,20250719,2
1642-102-1715072025-RAC#PQB,20250721,2
1642-102-1715072025-RAC#PQB,20250726,2
1642-141-0840062025-PDS#RAC,20250616,2
1642-141-0840062025-PDS#RAC,20250623,2
1642-141-0840072025-PDS#RAC,20250707,2
1642-141-0840072025-PDS#RAC,20250721,2
1642-141-0840082025-PDS#RAC,20250808,2
1642-141-0840082025-PDS#RAC,20250822,2
1642-141-0840082025-PDS#RAC,20250829,2
1642-142-1100062025-RAC#PDS,20250616,2
1642-142-1100062025-RAC#PDS,20250623,2
1642-142-1100072025-RAC#PDS,20250707,2
1642-142-1100072025-RAC#PDS,20250721,2
1642-143-1400062025-PDS#RAC,20250616,2
1642-143-1400062025-PDS#RAC,20250623,2
1642-143-1400072025-PDS#RAC,20250707,2
1642-143-1400072025-PDS#RAC,20250721,2
1642-143-1400072025-PDS#RAC,20250728,2
1642-2-1630072025-RAC#PQB,20250702,2
1642-2-1630072025-RAC#PQB,20250714,2
1642-2-1630102025-RAC#PQB,20251008,2
1642-2-1630102025-RAC#PQB,20251015,2
1642-41-0840062025-PLD#RAC,20250609,2
1642-41-0840072025-PLD#RAC,20250702,2
1642-41-0840072025-PLD#RAC,20250714,2
1642-41-0840082025-PLD#RAC,20250815,2
1642-41-0840102025-PLD#RAC,20251008,2
1642-41-0840102025-PLD#RAC,20251015,2
1642-42-1100062025-RAC#PLD,20250609,2
1642-42-1100072025-RAC#PLD,20250702,2
1642-42-1100072025-RAC#PLD,20250714,2
1642-42-1100102025-RAC#PLD,20251008,2
1642-42-1100102025-RAC#PLD,20251015,2
1642-43-1400062025-PLD#RAC,20250609,2
1642-43-1400072025-PLD#RAC,20250714,2
1642-43-1400102025-PLD#RAC,20251008,2
1642-43-1400102025-PLD#RAC,20251015,2
1645-3-1200062025-TRS#PQB,20250616,2
1645-3-1200062025-TRS#PQB,20250623,2
1645-3-1200102025-TRS#PQB,20251006,2
1645-3-1200102025-TRS#PQB,20251013,2
1645-4-0700062025-PQB#TRS,20250616,2
1645-4-0700062025-PQB#TRS,20250623,2
1645-4-0700102025-PQB#TRS,20251006,2
1645-4-0700102025-PQB#TRS,20251013,2
1658-10-1435112025-PQB#RCA,20251103,2
1658-10-1435112025-PQB#RCA,20251104,2
1658-11-0845112025-RCA#PQB,20251104,2
1658-11-0845112025-RCA#PQB,20251105,2
1658-2-0645112025-EPI#PQB,20251103,2
1658-2-0645112025-EPI#PQB,20251104,2
1658-3-1145112025-PQB#EPI,20251104,2
1658-3-1145112025-PQB#EPI,20251105,2
167-11-0930062025-WIG#H,20250618,2
167-11-0930062025-WIG#H,20250625,2
167-11-0930072025-WIG#H,20250702,2
167-11-0930082025-WIG#H,20250820,2
167-11-0930082025-WIG#H,20250827,2
167-11-0930102025-WIG#H,20251008,2
167-12-0700062025-L#PRA,20250617,2
167-12-0700062025-L#PRA,20250624,2
167-12-0700082025-L#PRA,20250819,2
167-12-0700082025-L#PRA,20250820,2
167-12-0700082025-L#PRA,20250826,2
167-12-0700082025-L#PRA,20250827,2
167-12-0700102025-L#PRA,20251007,2
167-12-0700102025-L#PRA,20251008,2
167-14-0445062025-H#WIG,20250617,2
167-14-0445062025-H#WIG,20250624,2
